method,seed,condition_id,geometry_variable,geometry_value,sample_count,error_count,error_rate,harmful_flip_count,harmful_flip_rate
resnet18,29,gaussian_blur_mild,max_side_clipped,True,33,3,0.09090909090909091,0,0
resnet18,29,gaussian_blur_moderate,max_side_clipped,False,129,23,0.17829457364341086,13,0.10077519379844961
resnet18,29,gaussian_blur_moderate,max_side_clipped,True,33,4,0.12121212121212122,2,0.06060606060606061
resnet18,29,gaussian_blur_severe,max_side_clipped,False,129,36,0.27906976744186046,30,0.23255813953488372
resnet18,29,gaussian_blur_severe,max_side_clipped,True,33,13,0.3939393939393939,10,0.30303030303030304
resnet18,29,resolution_mild,max_side_clipped,False,129,14,0.10852713178294573,2,0.015503875968992248
resnet18,29,resolution_mild,max_side_clipped,True,33,3,0.09090909090909091,0,0
resnet18,29,resolution_moderate,max_side_clipped,False,129,17,0.13178294573643412,6,0.046511627906976744
resnet18,29,resolution_moderate,max_side_clipped,True,33,4,0.12121212121212122,2,0.06060606060606061
resnet18,29,resolution_severe,max_side_clipped,False,129,32,0.24806201550387597,21,0.16279069767441862
resnet18,29,resolution_severe,max_side_clipped,True,33,8,0.24242424242424243,5,0.15151515151515152
resnet18,29,brightness_mild,max_side_clipped,False,129,21,0.16279069767441862,7,0.05426356589147287
resnet18,29,brightness_mild,max_side_clipped,True,33,5,0.15151515151515152,1,0.030303030303030304
resnet18,29,brightness_moderate,max_side_clipped,False,129,25,0.1937984496124031,16,0.12403100775193798
resnet18,29,brightness_moderate,max_side_clipped,True,33,4,0.12121212121212122,1,0.030303030303030304
resnet18,29,brightness_severe,max_side_clipped,False,129,51,0.3953488372093023,43,0.3333333333333333
resnet18,29,brightness_severe,max_side_clipped,True,33,7,0.21212121212121213,6,0.18181818181818182
resnet18,29,jpeg_mild,max_side_clipped,False,129,20,0.15503875968992248,4,0.031007751937984496
resnet18,29,jpeg_mild,max_side_clipped,True,33,4,0.12121212121212122,0,0
resnet18,29,jpeg_moderate,max_side_clipped,False,129,20,0.15503875968992248,5,0.03875968992248062
resnet18,29,jpeg_moderate,max_side_clipped,True,33,5,0.15151515151515152,1,0.030303030303030304
resnet18,29,jpeg_severe,max_side_clipped,False,129,21,0.16279069767441862,9,0.06976744186046512
resnet18,29,jpeg_severe,max_side_clipped,True,33,7,0.21212121212121213,3,0.09090909090909091
resnet18,43,clean,max_side_clipped,False,129,15,0.11627906976744186,0,not_applicable
resnet18,43,clean,max_side_clipped,True,33,1,0.030303030303030304,0,not_applicable
resnet18,43,gaussian_blur_mild,max_side_clipped,False,129,16,0.12403100775193798,2,0.015503875968992248
resnet18,43,gaussian_blur_mild,max_side_clipped,True,33,3,0.09090909090909091,2,0.06060606060606061
resnet18,43,gaussian_blur_moderate,max_side_clipped,False,129,23,0.17829457364341086,11,0.08527131782945736
resnet18,43,gaussian_blur_moderate,max_side_clipped,True,33,6,0.18181818181818182,6,0.18181818181818182
resnet18,43,gaussian_blur_severe,max_side_clipped,False,129,34,0.26356589147286824,24,0.18604651162790697
resnet18,43,gaussian_blur_severe,max_side_clipped,True,33,16,0.48484848484848486,16,0.48484848484848486
resnet18,43,resolution_mild,max_side_clipped,False,129,17,0.13178294573643412,4,0.031007751937984496
resnet18,43,resolution_mild,max_side_clipped,True,33,3,0.09090909090909091,2,0.06060606060606061
resnet18,43,resolution_moderate,max_side_clipped,False,129,19,0.14728682170542637,7,0.05426356589147287
resnet18,43,resolution_moderate,max_side_clipped,True,33,5,0.15151515151515152,4,0.12121212121212122
resnet18,43,resolution_severe,max_side_clipped,False,129,33,0.2558139534883721,23,0.17829457364341086
resnet18,43,resolution_severe,max_side_clipped,True,33,11,0.3333333333333333,11,0.3333333333333333
resnet18,43,brightness_mild,max_side_clipped,False,129,14,0.10852713178294573,4,0.031007751937984496
resnet18,43,brightness_mild,max_side_clipped,True,33,2,0.06060606060606061,1,0.030303030303030304
resnet18,43,brightness_moderate,max_side_clipped,False,129,24,0.18604651162790697,15,0.11627906976744186
resnet18,43,brightness_moderate,max_side_clipped,True,33,7,0.21212121212121213,6,0.18181818181818182
resnet18,43,brightness_severe,max_side_clipped,False,129,60,0.46511627906976744,50,0.3875968992248062
resnet18,43,brightness_severe,max_side_clipped,True,33,15,0.45454545454545453,14,0.42424242424242425
resnet18,43,jpeg_mild,max_side_clipped,False,129,15,0.11627906976744186,4,0.031007751937984496
resnet18,43,jpeg_mild,max_side_clipped,True,33,1,0.030303030303030304,0,0
resnet18,43,jpeg_moderate,max_side_clipped,False,129,18,0.13953488372093023,6,0.046511627906976744
resnet18,43,jpeg_moderate,max_side_clipped,True,33,2,0.06060606060606061,1,0.030303030303030304
resnet18,43,jpeg_severe,max_side_clipped,False,129,28,0.21705426356589147,18,0.13953488372093023
resnet18,43,jpeg_severe,max_side_clipped,True,33,2,0.06060606060606061,1,0.030303030303030304
mobilenet_v3_small,17,clean,max_side_clipped,False,129,15,0.11627906976744186,0,not_applicable
mobilenet_v3_small,17,clean,max_side_clipped,True,33,3,0.09090909090909091,0,not_applicable
mobilenet_v3_small,17,gaussian_blur_mild,max_side_clipped,False,129,15,0.11627906976744186,1,0.007751937984496124
mobilenet_v3_small,17,gaussian_blur_mild,max_side_clipped,True,33,3,0.09090909090909091,0,0
mobilenet_v3_small,17,gaussian_blur_moderate,max_side_clipped,False,129,22,0.17054263565891473,8,0.06201550387596899
mobilenet_v3_small,17,gaussian_blur_moderate,max_side_clipped,True,33,6,0.18181818181818182,4,0.12121212121212122
mobilenet_v3_small,17,gaussian_blur_severe,max_side_clipped,False,129,35,0.2713178294573643,22,0.17054263565891473
mobilenet_v3_small,17,gaussian_blur_severe,max_side_clipped,True,33,14,0.42424242424242425,12,0.36363636363636365
mobilenet_v3_small,17,resolution_mild,max_side_clipped,False,129,15,0.11627906976744186,1,0.007751937984496124
mobilenet_v3_small,17,resolution_mild,max_side_clipped,True,33,5,0.15151515151515152,2,0.06060606060606061
mobilenet_v3_small,17,resolution_moderate,max_side_clipped,False,129,18,0.13953488372093023,4,0.031007751937984496
mobilenet_v3_small,17,resolution_moderate,max_side_clipped,True,33,6,0.18181818181818182,4,0.12121212121212122
mobilenet_v3_small,17,resolution_severe,max_side_clipped,False,129,28,0.21705426356589147,18,0.13953488372093023
mobilenet_v3_small,17,resolution_severe,max_side_clipped,True,33,11,0.3333333333333333,9,0.2727272727272727
mobilenet_v3_small,17,brightness_mild,max_side_clipped,False,129,18,0.13953488372093023,3,0.023255813953488372
mobilenet_v3_small,17,brightness_mild,max_side_clipped,True,33,3,0.09090909090909091,0,0
mobilenet_v3_small,17,brightness_moderate,max_side_clipped,False,129,19,0.14728682170542637,7,0.05426356589147287
mobilenet_v3_small,17,brightness_moderate,max_side_clipped,True,33,5,0.15151515151515152,2,0.06060606060606061
mobilenet_v3_small,17,brightness_severe,max_side_clipped,False,129,38,0.29457364341085274,28,0.21705426356589147
mobilenet_v3_small,17,brightness_severe,max_side_clipped,True,33,8,0.24242424242424243,5,0.15151515151515152
mobilenet_v3_small,17,jpeg_mild,max_side_clipped,False,129,19,0.14728682170542637,4,0.031007751937984496
mobilenet_v3_small,17,jpeg_mild,max_side_clipped,True,33,4,0.12121212121212122,1,0.030303030303030304
mobilenet_v3_small,17,jpeg_moderate,max_side_clipped,False,129,19,0.14728682170542637,5,0.03875968992248062
mobilenet_v3_small,17,jpeg_moderate,max_side_clipped,True,33,5,0.15151515151515152,3,0.09090909090909091
mobilenet_v3_small,17,jpeg_severe,max_side_clipped,False,129,24,0.18604651162790697,12,0.09302325581395349
mobilenet_v3_small,17,jpeg_severe,max_side_clipped,True,33,5,0.15151515151515152,3,0.09090909090909091
mobilenet_v3_small,29,clean,max_side_clipped,False,129,17,0.13178294573643412,0,not_applicable
mobilenet_v3_small,29,clean,max_side_clipped,True,33,3,0.09090909090909091,0,not_applicable
mobilenet_v3_small,29,gaussian_blur_mild,max_side_clipped,False,129,19,0.14728682170542637,3,0.023255813953488372
mobilenet_v3_small,29,gaussian_blur_mild,max_side_clipped,True,33,7,0.21212121212121213,4,0.12121212121212122
mobilenet_v3_small,29,gaussian_blur_moderate,max_side_clipped,False,129,23,0.17829457364341086,10,0.07751937984496124
mobilenet_v3_small,29,gaussian_blur_moderate,max_side_clipped,True,33,6,0.18181818181818182,4,0.12121212121212122
mobilenet_v3_small,29,gaussian_blur_severe,max_side_clipped,False,129,35,0.2713178294573643,22,0.17054263565891473
mobilenet_v3_small,29,gaussian_blur_severe,max_side_clipped,True,33,13,0.3939393939393939,11,0.3333333333333333
mobilenet_v3_small,29,resolution_mild,max_side_clipped,False,129,18,0.13953488372093023,3,0.023255813953488372
mobilenet_v3_small,29,resolution_mild,max_side_clipped,True,33,8,0.24242424242424243,5,0.15151515151515152
mobilenet_v3_small,29,resolution_moderate,max_side_clipped,False,129,20,0.15503875968992248,7,0.05426356589147287
mobilenet_v3_small,29,resolution_moderate,max_side_clipped,True,33,7,0.21212121212121213,4,0.12121212121212122
mobilenet_v3_small,29,resolution_severe,max_side_clipped,False,129,31,0.24031007751937986,19,0.14728682170542637
mobilenet_v3_small,29,resolution_severe,max_side_clipped,True,33,9,0.2727272727272727,7,0.21212121212121213
mobilenet_v3_small,29,brightness_mild,max_side_clipped,False,129,15,0.11627906976744186,2,0.015503875968992248
mobilenet_v3_small,29,brightness_mild,max_side_clipped,True,33,4,0.12121212121212122,1,0.030303030303030304
mobilenet_v3_small,29,brightness_moderate,max_side_clipped,False,129,19,0.14728682170542637,8,0.06201550387596899
mobilenet_v3_small,29,brightness_moderate,max_side_clipped,True,33,7,0.21212121212121213,4,0.12121212121212122
mobilenet_v3_small,29,brightness_severe,max_side_clipped,False,129,37,0.2868217054263566,33,0.2558139534883721
mobilenet_v3_small,29,brightness_severe,max_side_clipped,True,33,10,0.30303030303030304,7,0.21212121212121213
mobilenet_v3_small,29,jpeg_mild,max_side_clipped,False,129,18,0.13953488372093023,4,0.031007751937984496
mobilenet_v3_small,29,jpeg_mild,max_side_clipped,True,33,5,0.15151515151515152,2,0.06060606060606061
mobilenet_v3_small,29,jpeg_moderate,max_side_clipped,False,129,21,0.16279069767441862,8,0.06201550387596899
mobilenet_v3_small,29,jpeg_moderate,max_side_clipped,True,33,7,0.21212121212121213,4,0.12121212121212122
mobilenet_v3_small,29,jpeg_severe,max_side_clipped,False,129,32,0.24806201550387597,18,0.13953488372093023
mobilenet_v3_small,29,jpeg_severe,max_side_clipped,True,33,5,0.15151515151515152,2,0.06060606060606061
mobilenet_v3_small,43,clean,max_side_clipped,False,129,16,0.12403100775193798,0,not_applicable
mobilenet_v3_small,43,clean,max_side_clipped,True,33,3,0.09090909090909091,0,not_applicable
mobilenet_v3_small,43,gaussian_blur_mild,max_side_clipped,False,129,16,0.12403100775193798,3,0.023255813953488372
mobilenet_v3_small,43,gaussian_blur_mild,max_side_clipped,True,33,3,0.09090909090909091,1,0.030303030303030304
mobilenet_v3_small,43,gaussian_blur_moderate,max_side_clipped,False,129,17,0.13178294573643412,6,0.046511627906976744
mobilenet_v3_small,43,gaussian_blur_moderate,max_side_clipped,True,33,5,0.15151515151515152,4,0.12121212121212122
mobilenet_v3_small,43,gaussian_blur_severe,max_side_clipped,False,129,39,0.3023255813953488,28,0.21705426356589147
mobilenet_v3_small,43,gaussian_blur_severe,max_side_clipped,True,33,14,0.42424242424242425,13,0.3939393939393939
mobilenet_v3_small,43,resolution_mild,max_side_clipped,False,129,14,0.10852713178294573,3,0.023255813953488372
mobilenet_v3_small,43,resolution_mild,max_side_clipped,True,33,5,0.15151515151515152,3,0.09090909090909091
mobilenet_v3_small,43,resolution_moderate,max_side_clipped,False,129,16,0.12403100775193798,6,0.046511627906976744
mobilenet_v3_small,43,resolution_moderate,max_side_clipped,True,33,6,0.18181818181818182,4,0.12121212121212122
mobilenet_v3_small,43,resolution_severe,max_side_clipped,False,129,33,0.2558139534883721,20,0.15503875968992248
mobilenet_v3_small,43,resolution_severe,max_side_clipped,True,33,8,0.24242424242424243,7,0.21212121212121213
mobilenet_v3_small,43,brightness_mild,max_side_clipped,False,129,18,0.13953488372093023,3,0.023255813953488372
mobilenet_v3_small,43,brightness_mild,max_side_clipped,True,33,6,0.18181818181818182,3,0.09090909090909091
mobilenet_v3_small,43,brightness_moderate,max_side_clipped,False,129,19,0.14728682170542637,6,0.046511627906976744
mobilenet_v3_small,43,brightness_moderate,max_side_clipped,True,33,7,0.21212121212121213,4,0.12121212121212122
mobilenet_v3_small,43,brightness_severe,max_side_clipped,False,129,41,0.3178294573643411,33,0.2558139534883721
mobilenet_v3_small,43,brightness_severe,max_side_clipped,True,33,10,0.30303030303030304,7,0.21212121212121213
mobilenet_v3_small,43,jpeg_mild,max_side_clipped,False,129,19,0.14728682170542637,7,0.05426356589147287
mobilenet_v3_small,43,jpeg_mild,max_side_clipped,True,33,5,0.15151515151515152,2,0.06060606060606061
mobilenet_v3_small,43,jpeg_moderate,max_side_clipped,False,129,21,0.16279069767441862,8,0.06201550387596899
mobilenet_v3_small,43,jpeg_moderate,max_side_clipped,True,33,5,0.15151515151515152,2,0.06060606060606061
mobilenet_v3_small,43,jpeg_severe,max_side_clipped,False,129,25,0.1937984496124031,13,0.10077519379844961
mobilenet_v3_small,43,jpeg_severe,max_side_clipped,True,33,6,0.18181818181818182,3,0.09090909090909091
