method,seed,condition_id,geometry_variable,geometry_value,sample_count,error_count,error_rate,harmful_flip_count,harmful_flip_rate
hog,not_applicable,brightness_moderate,boundary_shifted,False,78,29,0.3717948717948718,5,0.0641025641025641
hog,not_applicable,brightness_severe,boundary_shifted,True,84,56,0.6666666666666666,12,0.14285714285714285
hog,not_applicable,brightness_severe,boundary_shifted,False,78,30,0.38461538461538464,10,0.1282051282051282
hog,not_applicable,jpeg_mild,boundary_shifted,True,84,46,0.5476190476190477,4,0.047619047619047616
hog,not_applicable,jpeg_mild,boundary_shifted,False,78,30,0.38461538461538464,3,0.038461538461538464
hog,not_applicable,jpeg_moderate,boundary_shifted,True,84,44,0.5238095238095238,4,0.047619047619047616
hog,not_applicable,jpeg_moderate,boundary_shifted,False,78,31,0.3974358974358974,8,0.10256410256410256
hog,not_applicable,jpeg_severe,boundary_shifted,True,84,57,0.6785714285714286,15,0.17857142857142858
hog,not_applicable,jpeg_severe,boundary_shifted,False,78,37,0.47435897435897434,13,0.16666666666666666
lbp,not_applicable,clean,boundary_shifted,True,84,36,0.42857142857142855,0,not_applicable
lbp,not_applicable,clean,boundary_shifted,False,78,27,0.34615384615384615,0,not_applicable
lbp,not_applicable,gaussian_blur_mild,boundary_shifted,True,84,38,0.4523809523809524,4,0.047619047619047616
lbp,not_applicable,gaussian_blur_mild,boundary_shifted,False,78,30,0.38461538461538464,5,0.0641025641025641
lbp,not_applicable,gaussian_blur_moderate,boundary_shifted,True,84,51,0.6071428571428571,20,0.23809523809523808
lbp,not_applicable,gaussian_blur_moderate,boundary_shifted,False,78,41,0.5256410256410257,19,0.24358974358974358
lbp,not_applicable,gaussian_blur_severe,boundary_shifted,True,84,63,0.75,32,0.38095238095238093
lbp,not_applicable,gaussian_blur_severe,boundary_shifted,False,78,48,0.6153846153846154,26,0.3333333333333333
lbp,not_applicable,resolution_mild,boundary_shifted,True,84,41,0.4880952380952381,10,0.11904761904761904
lbp,not_applicable,resolution_mild,boundary_shifted,False,78,31,0.3974358974358974,7,0.08974358974358974
lbp,not_applicable,resolution_moderate,boundary_shifted,True,84,51,0.6071428571428571,21,0.25
lbp,not_applicable,resolution_moderate,boundary_shifted,False,78,42,0.5384615384615384,20,0.2564102564102564
lbp,not_applicable,resolution_severe,boundary_shifted,True,84,65,0.7738095238095238,36,0.42857142857142855
lbp,not_applicable,resolution_severe,boundary_shifted,False,78,49,0.6282051282051282,28,0.358974358974359
lbp,not_applicable,brightness_mild,boundary_shifted,True,84,40,0.47619047619047616,5,0.05952380952380952
lbp,not_applicable,brightness_mild,boundary_shifted,False,78,28,0.358974358974359,3,0.038461538461538464
lbp,not_applicable,brightness_moderate,boundary_shifted,True,84,44,0.5238095238095238,13,0.15476190476190477
lbp,not_applicable,brightness_moderate,boundary_shifted,False,78,32,0.41025641025641024,12,0.15384615384615385
lbp,not_applicable,brightness_severe,boundary_shifted,True,84,52,0.6190476190476191,20,0.23809523809523808
lbp,not_applicable,brightness_severe,boundary_shifted,False,78,45,0.5769230769230769,24,0.3076923076923077
lbp,not_applicable,jpeg_mild,boundary_shifted,True,84,48,0.5714285714285714,13,0.15476190476190477
lbp,not_applicable,jpeg_mild,boundary_shifted,False,78,27,0.34615384615384615,5,0.0641025641025641
lbp,not_applicable,jpeg_moderate,boundary_shifted,True,84,51,0.6071428571428571,20,0.23809523809523808
lbp,not_applicable,jpeg_moderate,boundary_shifted,False,78,35,0.44871794871794873,15,0.19230769230769232
lbp,not_applicable,jpeg_severe,boundary_shifted,True,84,61,0.7261904761904762,29,0.34523809523809523
lbp,not_applicable,jpeg_severe,boundary_shifted,False,78,38,0.48717948717948717,19,0.24358974358974358
resnet18,17,clean,boundary_shifted,True,84,6,0.07142857142857142,0,not_applicable
resnet18,17,clean,boundary_shifted,False,78,10,0.1282051282051282,0,not_applicable
resnet18,17,gaussian_blur_mild,boundary_shifted,True,84,10,0.11904761904761904,5,0.05952380952380952
resnet18,17,gaussian_blur_mild,boundary_shifted,False,78,10,0.1282051282051282,1,0.01282051282051282
resnet18,17,gaussian_blur_moderate,boundary_shifted,True,84,16,0.19047619047619047,13,0.15476190476190477
resnet18,17,gaussian_blur_moderate,boundary_shifted,False,78,15,0.19230769230769232,6,0.07692307692307693
resnet18,17,gaussian_blur_severe,boundary_shifted,True,84,34,0.40476190476190477,31,0.36904761904761907
resnet18,17,gaussian_blur_severe,boundary_shifted,False,78,24,0.3076923076923077,16,0.20512820512820512
resnet18,17,resolution_mild,boundary_shifted,True,84,11,0.13095238095238096,7,0.08333333333333333
resnet18,17,resolution_mild,boundary_shifted,False,78,12,0.15384615384615385,3,0.038461538461538464
resnet18,17,resolution_moderate,boundary_shifted,True,84,15,0.17857142857142858,12,0.14285714285714285
resnet18,17,resolution_moderate,boundary_shifted,False,78,14,0.1794871794871795,5,0.0641025641025641
resnet18,17,resolution_severe,boundary_shifted,True,84,26,0.30952380952380953,22,0.2619047619047619
resnet18,17,resolution_severe,boundary_shifted,False,78,20,0.2564102564102564,11,0.14102564102564102
resnet18,17,brightness_mild,boundary_shifted,True,84,9,0.10714285714285714,4,0.047619047619047616
resnet18,17,brightness_mild,boundary_shifted,False,78,11,0.14102564102564102,2,0.02564102564102564
resnet18,17,brightness_moderate,boundary_shifted,True,84,14,0.16666666666666666,9,0.10714285714285714
resnet18,17,brightness_moderate,boundary_shifted,False,78,18,0.23076923076923078,10,0.1282051282051282
resnet18,17,brightness_severe,boundary_shifted,True,84,21,0.25,18,0.21428571428571427
resnet18,17,brightness_severe,boundary_shifted,False,78,37,0.47435897435897434,29,0.3717948717948718
resnet18,17,jpeg_mild,boundary_shifted,True,84,9,0.10714285714285714,3,0.03571428571428571
resnet18,17,jpeg_mild,boundary_shifted,False,78,9,0.11538461538461539,1,0.01282051282051282
resnet18,17,jpeg_moderate,boundary_shifted,True,84,12,0.14285714285714285,7,0.08333333333333333
resnet18,17,jpeg_moderate,boundary_shifted,False,78,12,0.15384615384615385,3,0.038461538461538464
resnet18,17,jpeg_severe,boundary_shifted,True,84,18,0.21428571428571427,13,0.15476190476190477
resnet18,17,jpeg_severe,boundary_shifted,False,78,16,0.20512820512820512,8,0.10256410256410256
resnet18,29,clean,boundary_shifted,True,84,10,0.11904761904761904,0,not_applicable
resnet18,29,clean,boundary_shifted,False,78,12,0.15384615384615385,0,not_applicable
resnet18,29,gaussian_blur_mild,boundary_shifted,True,84,8,0.09523809523809523,0,0
resnet18,29,gaussian_blur_mild,boundary_shifted,False,78,8,0.10256410256410256,1,0.01282051282051282
resnet18,29,gaussian_blur_moderate,boundary_shifted,True,84,14,0.16666666666666666,8,0.09523809523809523
resnet18,29,gaussian_blur_moderate,boundary_shifted,False,78,13,0.16666666666666666,7,0.08974358974358974
resnet18,29,gaussian_blur_severe,boundary_shifted,True,84,30,0.35714285714285715,25,0.2976190476190476
resnet18,29,gaussian_blur_severe,boundary_shifted,False,78,19,0.24358974358974358,15,0.19230769230769232
resnet18,29,resolution_mild,boundary_shifted,True,84,8,0.09523809523809523,0,0
resnet18,29,resolution_mild,boundary_shifted,False,78,9,0.11538461538461539,2,0.02564102564102564
resnet18,29,resolution_moderate,boundary_shifted,True,84,9,0.10714285714285714,3,0.03571428571428571
resnet18,29,resolution_moderate,boundary_shifted,False,78,12,0.15384615384615385,5,0.0641025641025641
resnet18,29,resolution_severe,boundary_shifted,True,84,22,0.2619047619047619,16,0.19047619047619047
resnet18,29,resolution_severe,boundary_shifted,False,78,18,0.23076923076923078,10,0.1282051282051282
resnet18,29,brightness_mild,boundary_shifted,True,84,11,0.13095238095238096,2,0.023809523809523808
resnet18,29,brightness_mild,boundary_shifted,False,78,15,0.19230769230769232,6,0.07692307692307693
resnet18,29,brightness_moderate,boundary_shifted,True,84,12,0.14285714285714285,6,0.07142857142857142
resnet18,29,brightness_moderate,boundary_shifted,False,78,17,0.21794871794871795,11,0.14102564102564102
resnet18,29,brightness_severe,boundary_shifted,True,84,27,0.32142857142857145,23,0.27380952380952384
resnet18,29,brightness_severe,boundary_shifted,False,78,31,0.3974358974358974,26,0.3333333333333333
resnet18,29,jpeg_mild,boundary_shifted,True,84,11,0.13095238095238096,1,0.011904761904761904
resnet18,29,jpeg_mild,boundary_shifted,False,78,13,0.16666666666666666,3,0.038461538461538464
resnet18,29,jpeg_moderate,boundary_shifted,True,84,12,0.14285714285714285,3,0.03571428571428571
resnet18,29,jpeg_moderate,boundary_shifted,False,78,13,0.16666666666666666,3,0.038461538461538464
resnet18,29,jpeg_severe,boundary_shifted,True,84,15,0.17857142857142858,6,0.07142857142857142
resnet18,29,jpeg_severe,boundary_shifted,False,78,13,0.16666666666666666,6,0.07692307692307693
resnet18,43,clean,boundary_shifted,True,84,5,0.05952380952380952,0,not_applicable
resnet18,43,clean,boundary_shifted,False,78,11,0.14102564102564102,0,not_applicable
resnet18,43,gaussian_blur_mild,boundary_shifted,True,84,9,0.10714285714285714,4,0.047619047619047616
resnet18,43,gaussian_blur_mild,boundary_shifted,False,78,10,0.1282051282051282,0,0
resnet18,43,gaussian_blur_moderate,boundary_shifted,True,84,14,0.16666666666666666,11,0.13095238095238096
resnet18,43,gaussian_blur_moderate,boundary_shifted,False,78,15,0.19230769230769232,6,0.07692307692307693
resnet18,43,gaussian_blur_severe,boundary_shifted,True,84,31,0.36904761904761907,28,0.3333333333333333
resnet18,43,gaussian_blur_severe,boundary_shifted,False,78,19,0.24358974358974358,12,0.15384615384615385
resnet18,43,resolution_mild,boundary_shifted,True,84,9,0.10714285714285714,4,0.047619047619047616
resnet18,43,resolution_mild,boundary_shifted,False,78,11,0.14102564102564102,2,0.02564102564102564
resnet18,43,resolution_moderate,boundary_shifted,True,84,12,0.14285714285714285,8,0.09523809523809523
resnet18,43,resolution_moderate,boundary_shifted,False,78,12,0.15384615384615385,3,0.038461538461538464
resnet18,43,resolution_severe,boundary_shifted,True,84,26,0.30952380952380953,23,0.27380952380952384
resnet18,43,resolution_severe,boundary_shifted,False,78,18,0.23076923076923078,11,0.14102564102564102
resnet18,43,brightness_mild,boundary_shifted,True,84,6,0.07142857142857142,3,0.03571428571428571
resnet18,43,brightness_mild,boundary_shifted,False,78,10,0.1282051282051282,2,0.02564102564102564
resnet18,43,brightness_moderate,boundary_shifted,True,84,15,0.17857142857142858,12,0.14285714285714285
resnet18,43,brightness_moderate,boundary_shifted,False,78,16,0.20512820512820512,9,0.11538461538461539
resnet18,43,brightness_severe,boundary_shifted,True,84,40,0.47619047619047616,36,0.42857142857142855
resnet18,43,brightness_severe,boundary_shifted,False,78,35,0.44871794871794873,28,0.358974358974359
resnet18,43,jpeg_mild,boundary_shifted,True,84,6,0.07142857142857142,2,0.023809523809523808
resnet18,43,jpeg_mild,boundary_shifted,False,78,10,0.1282051282051282,2,0.02564102564102564
resnet18,43,jpeg_moderate,boundary_shifted,True,84,7,0.08333333333333333,4,0.047619047619047616
resnet18,43,jpeg_moderate,boundary_shifted,False,78,13,0.16666666666666666,3,0.038461538461538464
resnet18,43,jpeg_severe,boundary_shifted,True,84,11,0.13095238095238096,8,0.09523809523809523
resnet18,43,jpeg_severe,boundary_shifted,False,78,19,0.24358974358974358,11,0.14102564102564102
mobilenet_v3_small,17,clean,boundary_shifted,True,84,8,0.09523809523809523,0,not_applicable
mobilenet_v3_small,17,clean,boundary_shifted,False,78,10,0.1282051282051282,0,not_applicable
mobilenet_v3_small,17,gaussian_blur_mild,boundary_shifted,True,84,7,0.08333333333333333,0,0
mobilenet_v3_small,17,gaussian_blur_mild,boundary_shifted,False,78,11,0.14102564102564102,1,0.01282051282051282
mobilenet_v3_small,17,gaussian_blur_moderate,boundary_shifted,True,84,14,0.16666666666666666,7,0.08333333333333333
mobilenet_v3_small,17,gaussian_blur_moderate,boundary_shifted,False,78,14,0.1794871794871795,5,0.0641025641025641
mobilenet_v3_small,17,gaussian_blur_severe,boundary_shifted,True,84,31,0.36904761904761907,24,0.2857142857142857
mobilenet_v3_small,17,gaussian_blur_severe,boundary_shifted,False,78,18,0.23076923076923078,10,0.1282051282051282
mobilenet_v3_small,17,resolution_mild,boundary_shifted,True,84,9,0.10714285714285714,2,0.023809523809523808
mobilenet_v3_small,17,resolution_mild,boundary_shifted,False,78,11,0.14102564102564102,1,0.01282051282051282
mobilenet_v3_small,17,resolution_moderate,boundary_shifted,True,84,14,0.16666666666666666,7,0.08333333333333333
mobilenet_v3_small,17,resolution_moderate,boundary_shifted,False,78,10,0.1282051282051282,1,0.01282051282051282
mobilenet_v3_small,17,resolution_severe,boundary_shifted,True,84,22,0.2619047619047619,17,0.20238095238095238
mobilenet_v3_small,17,resolution_severe,boundary_shifted,False,78,17,0.21794871794871795,10,0.1282051282051282
mobilenet_v3_small,17,brightness_mild,boundary_shifted,True,84,8,0.09523809523809523,0,0
mobilenet_v3_small,17,brightness_mild,boundary_shifted,False,78,13,0.16666666666666666,3,0.038461538461538464
mobilenet_v3_small,17,brightness_moderate,boundary_shifted,True,84,11,0.13095238095238096,5,0.05952380952380952
mobilenet_v3_small,17,brightness_moderate,boundary_shifted,False,78,13,0.16666666666666666,4,0.05128205128205128
mobilenet_v3_small,17,brightness_severe,boundary_shifted,True,84,22,0.2619047619047619,16,0.19047619047619047
mobilenet_v3_small,17,brightness_severe,boundary_shifted,False,78,24,0.3076923076923077,17,0.21794871794871795
mobilenet_v3_small,17,jpeg_mild,boundary_shifted,True,84,10,0.11904761904761904,2,0.023809523809523808
mobilenet_v3_small,17,jpeg_mild,boundary_shifted,False,78,13,0.16666666666666666,3,0.038461538461538464
mobilenet_v3_small,17,jpeg_moderate,boundary_shifted,True,84,11,0.13095238095238096,5,0.05952380952380952
mobilenet_v3_small,17,jpeg_moderate,boundary_shifted,False,78,13,0.16666666666666666,3,0.038461538461538464
mobilenet_v3_small,17,jpeg_severe,boundary_shifted,True,84,11,0.13095238095238096,5,0.05952380952380952
mobilenet_v3_small,17,jpeg_severe,boundary_shifted,False,78,18,0.23076923076923078,10,0.1282051282051282
mobilenet_v3_small,29,clean,boundary_shifted,True,84,9,0.10714285714285714,0,not_applicable
mobilenet_v3_small,29,clean,boundary_shifted,False,78,11,0.14102564102564102,0,not_applicable
mobilenet_v3_small,29,gaussian_blur_mild,boundary_shifted,True,84,14,0.16666666666666666,5,0.05952380952380952
mobilenet_v3_small,29,gaussian_blur_mild,boundary_shifted,False,78,12,0.15384615384615385,2,0.02564102564102564
mobilenet_v3_small,29,gaussian_blur_moderate,boundary_shifted,True,84,15,0.17857142857142858,8,0.09523809523809523
mobilenet_v3_small,29,gaussian_blur_moderate,boundary_shifted,False,78,14,0.1794871794871795,6,0.07692307692307693
mobilenet_v3_small,29,gaussian_blur_severe,boundary_shifted,True,84,27,0.32142857142857145,21,0.25
mobilenet_v3_small,29,gaussian_blur_severe,boundary_shifted,False,78,21,0.2692307692307692,12,0.15384615384615385
mobilenet_v3_small,29,resolution_mild,boundary_shifted,True,84,14,0.16666666666666666,6,0.07142857142857142
mobilenet_v3_small,29,resolution_mild,boundary_shifted,False,78,12,0.15384615384615385,2,0.02564102564102564
mobilenet_v3_small,29,resolution_moderate,boundary_shifted,True,84,15,0.17857142857142858,7,0.08333333333333333
mobilenet_v3_small,29,resolution_moderate,boundary_shifted,False,78,12,0.15384615384615385,4,0.05128205128205128
mobilenet_v3_small,29,resolution_severe,boundary_shifted,True,84,23,0.27380952380952384,16,0.19047619047619047
mobilenet_v3_small,29,resolution_severe,boundary_shifted,False,78,17,0.21794871794871795,10,0.1282051282051282
mobilenet_v3_small,29,brightness_mild,boundary_shifted,True,84,10,0.11904761904761904,2,0.023809523809523808
mobilenet_v3_small,29,brightness_mild,boundary_shifted,False,78,9,0.11538461538461539,1,0.01282051282051282
mobilenet_v3_small,29,brightness_moderate,boundary_shifted,True,84,14,0.16666666666666666,7,0.08333333333333333
mobilenet_v3_small,29,brightness_moderate,boundary_shifted,False,78,12,0.15384615384615385,5,0.0641025641025641
mobilenet_v3_small,29,brightness_severe,boundary_shifted,True,84,23,0.27380952380952384,19,0.2261904761904762
mobilenet_v3_small,29,brightness_severe,boundary_shifted,False,78,24,0.3076923076923077,21,0.2692307692307692
mobilenet_v3_small,29,jpeg_mild,boundary_shifted,True,84,10,0.11904761904761904,2,0.023809523809523808
mobilenet_v3_small,29,jpeg_mild,boundary_shifted,False,78,13,0.16666666666666666,4,0.05128205128205128
mobilenet_v3_small,29,jpeg_moderate,boundary_shifted,True,84,15,0.17857142857142858,7,0.08333333333333333
mobilenet_v3_small,29,jpeg_moderate,boundary_shifted,False,78,13,0.16666666666666666,5,0.0641025641025641
mobilenet_v3_small,29,jpeg_severe,boundary_shifted,True,84,16,0.19047619047619047,8,0.09523809523809523
mobilenet_v3_small,29,jpeg_severe,boundary_shifted,False,78,21,0.2692307692307692,12,0.15384615384615385
mobilenet_v3_small,43,clean,boundary_shifted,True,84,9,0.10714285714285714,0,not_applicable
mobilenet_v3_small,43,clean,boundary_shifted,False,78,10,0.1282051282051282,0,not_applicable
mobilenet_v3_small,43,gaussian_blur_mild,boundary_shifted,True,84,8,0.09523809523809523,1,0.011904761904761904
mobilenet_v3_small,43,gaussian_blur_mild,boundary_shifted,False,78,11,0.14102564102564102,3,0.038461538461538464
mobilenet_v3_small,43,gaussian_blur_moderate,boundary_shifted,True,84,10,0.11904761904761904,5,0.05952380952380952
mobilenet_v3_small,43,gaussian_blur_moderate,boundary_shifted,False,78,12,0.15384615384615385,5,0.0641025641025641
mobilenet_v3_small,43,gaussian_blur_severe,boundary_shifted,True,84,31,0.36904761904761907,26,0.30952380952380953
mobilenet_v3_small,43,gaussian_blur_severe,boundary_shifted,False,78,22,0.28205128205128205,15,0.19230769230769232
mobilenet_v3_small,43,resolution_mild,boundary_shifted,True,84,9,0.10714285714285714,3,0.03571428571428571
mobilenet_v3_small,43,resolution_mild,boundary_shifted,False,78,10,0.1282051282051282,3,0.038461538461538464
mobilenet_v3_small,43,resolution_moderate,boundary_shifted,True,84,11,0.13095238095238096,6,0.07142857142857142
mobilenet_v3_small,43,resolution_moderate,boundary_shifted,False,78,11,0.14102564102564102,4,0.05128205128205128
mobilenet_v3_small,43,resolution_severe,boundary_shifted,True,84,21,0.25,15,0.17857142857142858
mobilenet_v3_small,43,resolution_severe,boundary_shifted,False,78,20,0.2564102564102564,12,0.15384615384615385
mobilenet_v3_small,43,brightness_mild,boundary_shifted,True,84,13,0.15476190476190477,4,0.047619047619047616
mobilenet_v3_small,43,brightness_mild,boundary_shifted,False,78,11,0.14102564102564102,2,0.02564102564102564
mobilenet_v3_small,43,brightness_moderate,boundary_shifted,True,84,15,0.17857142857142858,6,0.07142857142857142
mobilenet_v3_small,43,brightness_moderate,boundary_shifted,False,78,11,0.14102564102564102,4,0.05128205128205128
mobilenet_v3_small,43,brightness_severe,boundary_shifted,True,84,27,0.32142857142857145,20,0.23809523809523808
mobilenet_v3_small,43,brightness_severe,boundary_shifted,False,78,24,0.3076923076923077,20,0.2564102564102564
mobilenet_v3_small,43,jpeg_mild,boundary_shifted,True,84,11,0.13095238095238096,3,0.03571428571428571
mobilenet_v3_small,43,jpeg_mild,boundary_shifted,False,78,13,0.16666666666666666,6,0.07692307692307693
mobilenet_v3_small,43,jpeg_moderate,boundary_shifted,True,84,12,0.14285714285714285,4,0.047619047619047616
mobilenet_v3_small,43,jpeg_moderate,boundary_shifted,False,78,14,0.1794871794871795,6,0.07692307692307693
mobilenet_v3_small,43,jpeg_severe,boundary_shifted,True,84,14,0.16666666666666666,7,0.08333333333333333
mobilenet_v3_small,43,jpeg_severe,boundary_shifted,False,78,17,0.21794871794871795,9,0.11538461538461539
hog,not_applicable,clean,max_side_clipped,False,129,60,0.46511627906976744,0,not_applicable
hog,not_applicable,clean,max_side_clipped,True,33,16,0.48484848484848486,0,not_applicable
hog,not_applicable,gaussian_blur_mild,max_side_clipped,False,129,60,0.46511627906976744,2,0.015503875968992248
hog,not_applicable,gaussian_blur_mild,max_side_clipped,True,33,15,0.45454545454545453,0,0
hog,not_applicable,gaussian_blur_moderate,max_side_clipped,False,129,58,0.4496124031007752,8,0.06201550387596899
hog,not_applicable,gaussian_blur_moderate,max_side_clipped,True,33,17,0.5151515151515151,5,0.15151515151515152
hog,not_applicable,gaussian_blur_severe,max_side_clipped,False,129,64,0.49612403100775193,17,0.13178294573643412
hog,not_applicable,gaussian_blur_severe,max_side_clipped,True,33,18,0.5454545454545454,7,0.21212121212121213
hog,not_applicable,resolution_mild,max_side_clipped,False,129,54,0.4186046511627907,2,0.015503875968992248
hog,not_applicable,resolution_mild,max_side_clipped,True,33,16,0.48484848484848486,2,0.06060606060606061
hog,not_applicable,resolution_moderate,max_side_clipped,False,129,55,0.4263565891472868,7,0.05426356589147287
hog,not_applicable,resolution_moderate,max_side_clipped,True,33,15,0.45454545454545453,3,0.09090909090909091
hog,not_applicable,resolution_severe,max_side_clipped,False,129,59,0.4573643410852713,12,0.09302325581395349
hog,not_applicable,resolution_severe,max_side_clipped,True,33,17,0.5151515151515151,4,0.12121212121212122
hog,not_applicable,brightness_mild,max_side_clipped,False,129,58,0.4496124031007752,4,0.031007751937984496
hog,not_applicable,brightness_mild,max_side_clipped,True,33,18,0.5454545454545454,2,0.06060606060606061
hog,not_applicable,brightness_moderate,max_side_clipped,False,129,60,0.46511627906976744,8,0.06201550387596899
hog,not_applicable,brightness_moderate,max_side_clipped,True,33,20,0.6060606060606061,4,0.12121212121212122
hog,not_applicable,brightness_severe,max_side_clipped,False,129,63,0.4883720930232558,15,0.11627906976744186
hog,not_applicable,brightness_severe,max_side_clipped,True,33,23,0.696969696969697,7,0.21212121212121213
hog,not_applicable,jpeg_mild,max_side_clipped,False,129,59,0.4573643410852713,5,0.03875968992248062
hog,not_applicable,jpeg_mild,max_side_clipped,True,33,17,0.5151515151515151,2,0.06060606060606061
hog,not_applicable,jpeg_moderate,max_side_clipped,False,129,57,0.4418604651162791,10,0.07751937984496124
hog,not_applicable,jpeg_moderate,max_side_clipped,True,33,18,0.5454545454545454,2,0.06060606060606061
hog,not_applicable,jpeg_severe,max_side_clipped,False,129,71,0.5503875968992248,20,0.15503875968992248
hog,not_applicable,jpeg_severe,max_side_clipped,True,33,23,0.696969696969697,8,0.24242424242424243
lbp,not_applicable,clean,max_side_clipped,False,129,50,0.3875968992248062,0,not_applicable
lbp,not_applicable,clean,max_side_clipped,True,33,13,0.3939393939393939,0,not_applicable
lbp,not_applicable,gaussian_blur_mild,max_side_clipped,False,129,56,0.43410852713178294,8,0.06201550387596899
lbp,not_applicable,gaussian_blur_mild,max_side_clipped,True,33,12,0.36363636363636365,1,0.030303030303030304
lbp,not_applicable,gaussian_blur_moderate,max_side_clipped,False,129,71,0.5503875968992248,29,0.2248062015503876
lbp,not_applicable,gaussian_blur_moderate,max_side_clipped,True,33,21,0.6363636363636364,10,0.30303030303030304
lbp,not_applicable,gaussian_blur_severe,max_side_clipped,False,129,86,0.6666666666666666,44,0.34108527131782945
lbp,not_applicable,gaussian_blur_severe,max_side_clipped,True,33,25,0.7575757575757576,14,0.42424242424242425
lbp,not_applicable,resolution_mild,max_side_clipped,False,129,56,0.43410852713178294,12,0.09302325581395349
lbp,not_applicable,resolution_mild,max_side_clipped,True,33,16,0.48484848484848486,5,0.15151515151515152
lbp,not_applicable,resolution_moderate,max_side_clipped,False,129,72,0.5581395348837209,30,0.23255813953488372
lbp,not_applicable,resolution_moderate,max_side_clipped,True,33,21,0.6363636363636364,11,0.3333333333333333
lbp,not_applicable,resolution_severe,max_side_clipped,False,129,89,0.689922480620155,49,0.3798449612403101
lbp,not_applicable,resolution_severe,max_side_clipped,True,33,25,0.7575757575757576,15,0.45454545454545453
lbp,not_applicable,brightness_mild,max_side_clipped,False,129,54,0.4186046511627907,7,0.05426356589147287
lbp,not_applicable,brightness_mild,max_side_clipped,True,33,14,0.42424242424242425,1,0.030303030303030304
lbp,not_applicable,brightness_moderate,max_side_clipped,False,129,61,0.4728682170542636,22,0.17054263565891473
lbp,not_applicable,brightness_moderate,max_side_clipped,True,33,15,0.45454545454545453,3,0.09090909090909091
lbp,not_applicable,brightness_severe,max_side_clipped,False,129,78,0.6046511627906976,38,0.29457364341085274
lbp,not_applicable,brightness_severe,max_side_clipped,True,33,19,0.5757575757575758,6,0.18181818181818182
lbp,not_applicable,jpeg_mild,max_side_clipped,False,129,56,0.43410852713178294,12,0.09302325581395349
lbp,not_applicable,jpeg_mild,max_side_clipped,True,33,19,0.5757575757575758,6,0.18181818181818182
lbp,not_applicable,jpeg_moderate,max_side_clipped,False,129,66,0.5116279069767442,26,0.20155038759689922
lbp,not_applicable,jpeg_moderate,max_side_clipped,True,33,20,0.6060606060606061,9,0.2727272727272727
lbp,not_applicable,jpeg_severe,max_side_clipped,False,129,74,0.5736434108527132,34,0.26356589147286824
lbp,not_applicable,jpeg_severe,max_side_clipped,True,33,25,0.7575757575757576,14,0.42424242424242425
resnet18,17,clean,max_side_clipped,False,129,14,0.10852713178294573,0,not_applicable
resnet18,17,clean,max_side_clipped,True,33,2,0.06060606060606061,0,not_applicable
resnet18,17,gaussian_blur_mild,max_side_clipped,False,129,17,0.13178294573643412,4,0.031007751937984496
resnet18,17,gaussian_blur_mild,max_side_clipped,True,33,3,0.09090909090909091,2,0.06060606060606061
resnet18,17,gaussian_blur_moderate,max_side_clipped,False,129,26,0.20155038759689922,14,0.10852713178294573
resnet18,17,gaussian_blur_moderate,max_side_clipped,True,33,5,0.15151515151515152,5,0.15151515151515152
resnet18,17,gaussian_blur_severe,max_side_clipped,False,129,42,0.32558139534883723,31,0.24031007751937986
resnet18,17,gaussian_blur_severe,max_side_clipped,True,33,16,0.48484848484848486,16,0.48484848484848486
resnet18,17,resolution_mild,max_side_clipped,False,129,21,0.16279069767441862,8,0.06201550387596899
resnet18,17,resolution_mild,max_side_clipped,True,33,2,0.06060606060606061,2,0.06060606060606061
resnet18,17,resolution_moderate,max_side_clipped,False,129,24,0.18604651162790697,12,0.09302325581395349
resnet18,17,resolution_moderate,max_side_clipped,True,33,5,0.15151515151515152,5,0.15151515151515152
resnet18,17,resolution_severe,max_side_clipped,False,129,34,0.26356589147286824,21,0.16279069767441862
resnet18,17,resolution_severe,max_side_clipped,True,33,12,0.36363636363636365,12,0.36363636363636365
resnet18,17,brightness_mild,max_side_clipped,False,129,18,0.13953488372093023,5,0.03875968992248062
resnet18,17,brightness_mild,max_side_clipped,True,33,2,0.06060606060606061,1,0.030303030303030304
resnet18,17,brightness_moderate,max_side_clipped,False,129,28,0.21705426356589147,16,0.12403100775193798
resnet18,17,brightness_moderate,max_side_clipped,True,33,4,0.12121212121212122,3,0.09090909090909091
resnet18,17,brightness_severe,max_side_clipped,False,129,54,0.4186046511627907,44,0.34108527131782945
resnet18,17,brightness_severe,max_side_clipped,True,33,4,0.12121212121212122,3,0.09090909090909091
resnet18,17,jpeg_mild,max_side_clipped,False,129,14,0.10852713178294573,2,0.015503875968992248
resnet18,17,jpeg_mild,max_side_clipped,True,33,4,0.12121212121212122,2,0.06060606060606061
resnet18,17,jpeg_moderate,max_side_clipped,False,129,20,0.15503875968992248,7,0.05426356589147287
resnet18,17,jpeg_moderate,max_side_clipped,True,33,4,0.12121212121212122,3,0.09090909090909091
resnet18,17,jpeg_severe,max_side_clipped,False,129,26,0.20155038759689922,15,0.11627906976744186
resnet18,17,jpeg_severe,max_side_clipped,True,33,8,0.24242424242424243,6,0.18181818181818182
resnet18,29,clean,max_side_clipped,False,129,18,0.13953488372093023,0,not_applicable
resnet18,29,clean,max_side_clipped,True,33,4,0.12121212121212122,0,not_applicable
resnet18,29,gaussian_blur_mild,max_side_clipped,False,129,13,0.10077519379844961,1,0.007751937984496124
