method,seed,condition_id,true_label,support,dominant_incorrect_destination,dominant_incorrect_count
mobilenet_v3_small,17,brightness_mild,corrosion,30,hide_craze,5
mobilenet_v3_small,17,brightness_mild,surface_injure,33,hide_craze,3
mobilenet_v3_small,17,brightness_mild,thunderstrike,9,none,0
mobilenet_v3_small,17,brightness_mild,crack,14,surface_injure,1
mobilenet_v3_small,17,brightness_mild,hide_craze,49,craze|surface_injure,2
mobilenet_v3_small,17,brightness_moderate,craze,27,corrosion,3
mobilenet_v3_small,17,brightness_moderate,corrosion,30,hide_craze,5
mobilenet_v3_small,17,brightness_moderate,surface_injure,33,corrosion,3
mobilenet_v3_small,17,brightness_moderate,thunderstrike,9,none,0
mobilenet_v3_small,17,brightness_moderate,crack,14,craze|surface_injure,1
mobilenet_v3_small,17,brightness_moderate,hide_craze,49,craze|corrosion|surface_injure,1
mobilenet_v3_small,17,brightness_severe,craze,27,hide_craze,10
mobilenet_v3_small,17,brightness_severe,corrosion,30,hide_craze,11
mobilenet_v3_small,17,brightness_severe,surface_injure,33,corrosion,6
mobilenet_v3_small,17,brightness_severe,thunderstrike,9,corrosion|surface_injure,2
mobilenet_v3_small,17,brightness_severe,crack,14,surface_injure,2
mobilenet_v3_small,17,brightness_severe,hide_craze,49,surface_injure,1
mobilenet_v3_small,17,jpeg_mild,craze,27,corrosion,2
mobilenet_v3_small,17,jpeg_mild,corrosion,30,hide_craze,4
mobilenet_v3_small,17,jpeg_mild,surface_injure,33,hide_craze,4
mobilenet_v3_small,17,jpeg_mild,thunderstrike,9,none,0
mobilenet_v3_small,17,jpeg_mild,crack,14,none,0
mobilenet_v3_small,17,jpeg_mild,hide_craze,49,corrosion,3
mobilenet_v3_small,17,jpeg_moderate,craze,27,corrosion,3
mobilenet_v3_small,17,jpeg_moderate,corrosion,30,hide_craze,5
mobilenet_v3_small,17,jpeg_moderate,surface_injure,33,hide_craze,4
mobilenet_v3_small,17,jpeg_moderate,thunderstrike,9,none,0
mobilenet_v3_small,17,jpeg_moderate,crack,14,none,0
mobilenet_v3_small,17,jpeg_moderate,hide_craze,49,corrosion,3
mobilenet_v3_small,17,jpeg_severe,craze,27,hide_craze,3
mobilenet_v3_small,17,jpeg_severe,corrosion,30,hide_craze,7
mobilenet_v3_small,17,jpeg_severe,surface_injure,33,hide_craze,4
mobilenet_v3_small,17,jpeg_severe,thunderstrike,9,surface_injure,3
mobilenet_v3_small,17,jpeg_severe,crack,14,surface_injure,1
mobilenet_v3_small,17,jpeg_severe,hide_craze,49,corrosion|crack,2
mobilenet_v3_small,29,clean,craze,27,corrosion,2
mobilenet_v3_small,29,clean,corrosion,30,hide_craze,5
mobilenet_v3_small,29,clean,surface_injure,33,corrosion,3
mobilenet_v3_small,29,clean,thunderstrike,9,none,0
mobilenet_v3_small,29,clean,crack,14,none,0
mobilenet_v3_small,29,clean,hide_craze,49,corrosion|surface_injure,2
mobilenet_v3_small,29,gaussian_blur_mild,craze,27,corrosion,3
mobilenet_v3_small,29,gaussian_blur_mild,corrosion,30,hide_craze,6
mobilenet_v3_small,29,gaussian_blur_mild,surface_injure,33,hide_craze,2
mobilenet_v3_small,29,gaussian_blur_mild,thunderstrike,9,none,0
mobilenet_v3_small,29,gaussian_blur_mild,crack,14,none,0
mobilenet_v3_small,29,gaussian_blur_mild,hide_craze,49,corrosion|surface_injure,2
mobilenet_v3_small,29,gaussian_blur_moderate,craze,27,surface_injure,4
mobilenet_v3_small,29,gaussian_blur_moderate,corrosion,30,hide_craze,6
mobilenet_v3_small,29,gaussian_blur_moderate,surface_injure,33,crack|hide_craze,1
mobilenet_v3_small,29,gaussian_blur_moderate,thunderstrike,9,none,0
mobilenet_v3_small,29,gaussian_blur_moderate,crack,14,none,0
mobilenet_v3_small,29,gaussian_blur_moderate,hide_craze,49,surface_injure|crack,2
mobilenet_v3_small,29,gaussian_blur_severe,craze,27,surface_injure,10
mobilenet_v3_small,29,gaussian_blur_severe,corrosion,30,surface_injure,8
mobilenet_v3_small,29,gaussian_blur_severe,surface_injure,33,corrosion|crack|hide_craze,1
mobilenet_v3_small,29,gaussian_blur_severe,thunderstrike,9,surface_injure,2
mobilenet_v3_small,29,gaussian_blur_severe,crack,14,none,0
mobilenet_v3_small,29,gaussian_blur_severe,hide_craze,49,corrosion|surface_injure,4
mobilenet_v3_small,29,resolution_mild,craze,27,corrosion,3
mobilenet_v3_small,29,resolution_mild,corrosion,30,hide_craze,5
mobilenet_v3_small,29,resolution_mild,surface_injure,33,hide_craze,2
mobilenet_v3_small,29,resolution_mild,thunderstrike,9,none,0
mobilenet_v3_small,29,resolution_mild,crack,14,none,0
mobilenet_v3_small,29,resolution_mild,hide_craze,49,corrosion|surface_injure|crack,2
mobilenet_v3_small,29,resolution_moderate,craze,27,surface_injure,4
mobilenet_v3_small,29,resolution_moderate,corrosion,30,surface_injure|hide_craze,5
mobilenet_v3_small,29,resolution_moderate,surface_injure,33,hide_craze,3
mobilenet_v3_small,29,resolution_moderate,thunderstrike,9,none,0
mobilenet_v3_small,29,resolution_moderate,crack,14,none,0
mobilenet_v3_small,29,resolution_moderate,hide_craze,49,surface_injure,2
mobilenet_v3_small,29,resolution_severe,craze,27,surface_injure,11
mobilenet_v3_small,29,resolution_severe,corrosion,30,surface_injure,7
mobilenet_v3_small,29,resolution_severe,surface_injure,33,hide_craze,3
mobilenet_v3_small,29,resolution_severe,thunderstrike,9,surface_injure,3
mobilenet_v3_small,29,resolution_severe,crack,14,none,0
mobilenet_v3_small,29,resolution_severe,hide_craze,49,surface_injure,3
mobilenet_v3_small,29,brightness_mild,craze,27,corrosion|hide_craze,2
mobilenet_v3_small,29,brightness_mild,corrosion,30,hide_craze,5
mobilenet_v3_small,29,brightness_mild,surface_injure,33,corrosion|hide_craze,2
mobilenet_v3_small,29,brightness_mild,thunderstrike,9,none,0
mobilenet_v3_small,29,brightness_mild,crack,14,thunderstrike,1
mobilenet_v3_small,29,brightness_mild,hide_craze,49,surface_injure,2
mobilenet_v3_small,29,brightness_moderate,craze,27,corrosion|surface_injure,3
mobilenet_v3_small,29,brightness_moderate,corrosion,30,hide_craze,7
mobilenet_v3_small,29,brightness_moderate,surface_injure,33,corrosion,4
mobilenet_v3_small,29,brightness_moderate,thunderstrike,9,none,0
mobilenet_v3_small,29,brightness_moderate,crack,14,thunderstrike,1
mobilenet_v3_small,29,brightness_moderate,hide_craze,49,surface_injure,2
mobilenet_v3_small,29,brightness_severe,craze,27,corrosion|surface_injure,5
mobilenet_v3_small,29,brightness_severe,corrosion,30,hide_craze,2
mobilenet_v3_small,29,brightness_severe,surface_injure,33,corrosion,7
mobilenet_v3_small,29,brightness_severe,thunderstrike,9,corrosion,2
mobilenet_v3_small,29,brightness_severe,crack,14,surface_injure,3
mobilenet_v3_small,29,brightness_severe,hide_craze,49,surface_injure,4
mobilenet_v3_small,29,jpeg_mild,craze,27,corrosion,2
mobilenet_v3_small,29,jpeg_mild,corrosion,30,hide_craze,4
mobilenet_v3_small,29,jpeg_mild,surface_injure,33,hide_craze,3
mobilenet_v3_small,29,jpeg_mild,thunderstrike,9,none,0
mobilenet_v3_small,29,jpeg_mild,crack,14,none,0
mobilenet_v3_small,29,jpeg_mild,hide_craze,49,corrosion,3
mobilenet_v3_small,29,jpeg_moderate,craze,27,corrosion|surface_injure,2
mobilenet_v3_small,29,jpeg_moderate,corrosion,30,hide_craze,4
mobilenet_v3_small,29,jpeg_moderate,surface_injure,33,hide_craze,5
mobilenet_v3_small,29,jpeg_moderate,thunderstrike,9,surface_injure,1
mobilenet_v3_small,29,jpeg_moderate,crack,14,none,0
mobilenet_v3_small,29,jpeg_moderate,hide_craze,49,corrosion|surface_injure,4
mobilenet_v3_small,29,jpeg_severe,craze,27,corrosion,3
mobilenet_v3_small,29,jpeg_severe,corrosion,30,hide_craze,5
mobilenet_v3_small,29,jpeg_severe,surface_injure,33,hide_craze,3
mobilenet_v3_small,29,jpeg_severe,thunderstrike,9,surface_injure,3
mobilenet_v3_small,29,jpeg_severe,crack,14,craze|thunderstrike,1
mobilenet_v3_small,29,jpeg_severe,hide_craze,49,surface_injure,4
mobilenet_v3_small,43,clean,craze,27,corrosion,2
mobilenet_v3_small,43,clean,corrosion,30,craze|hide_craze,3
mobilenet_v3_small,43,clean,surface_injure,33,corrosion,2
mobilenet_v3_small,43,clean,thunderstrike,9,none,0
mobilenet_v3_small,43,clean,crack,14,none,0
mobilenet_v3_small,43,clean,hide_craze,49,craze|surface_injure,1
mobilenet_v3_small,43,gaussian_blur_mild,craze,27,corrosion|surface_injure,3
mobilenet_v3_small,43,gaussian_blur_mild,corrosion,30,surface_injure|hide_craze,2
mobilenet_v3_small,43,gaussian_blur_mild,surface_injure,33,corrosion|thunderstrike|crack|hide_craze,1
mobilenet_v3_small,43,gaussian_blur_mild,thunderstrike,9,surface_injure,1
mobilenet_v3_small,43,gaussian_blur_mild,crack,14,none,0
mobilenet_v3_small,43,gaussian_blur_mild,hide_craze,49,surface_injure,2
mobilenet_v3_small,43,gaussian_blur_moderate,craze,27,surface_injure,5
mobilenet_v3_small,43,gaussian_blur_moderate,corrosion,30,surface_injure,4
mobilenet_v3_small,43,gaussian_blur_moderate,surface_injure,33,craze|crack|hide_craze,1
mobilenet_v3_small,43,gaussian_blur_moderate,thunderstrike,9,surface_injure,2
mobilenet_v3_small,43,gaussian_blur_moderate,crack,14,surface_injure,1
mobilenet_v3_small,43,gaussian_blur_moderate,hide_craze,49,surface_injure,1
mobilenet_v3_small,43,gaussian_blur_severe,craze,27,surface_injure,10
mobilenet_v3_small,43,gaussian_blur_severe,corrosion,30,surface_injure,5
mobilenet_v3_small,43,gaussian_blur_severe,surface_injure,33,hide_craze,2
mobilenet_v3_small,43,gaussian_blur_severe,thunderstrike,9,surface_injure,4
mobilenet_v3_small,43,gaussian_blur_severe,crack,14,surface_injure,1
mobilenet_v3_small,43,gaussian_blur_severe,hide_craze,49,crack,4
mobilenet_v3_small,43,resolution_mild,craze,27,surface_injure,5
mobilenet_v3_small,43,resolution_mild,corrosion,30,surface_injure,3
mobilenet_v3_small,43,resolution_mild,surface_injure,33,corrosion|crack|hide_craze,1
mobilenet_v3_small,43,resolution_mild,thunderstrike,9,none,0
mobilenet_v3_small,43,resolution_mild,crack,14,surface_injure,1
mobilenet_v3_small,43,resolution_mild,hide_craze,49,surface_injure,1
mobilenet_v3_small,43,resolution_moderate,craze,27,surface_injure,5
mobilenet_v3_small,43,resolution_moderate,corrosion,30,surface_injure,4
mobilenet_v3_small,43,resolution_moderate,surface_injure,33,craze|corrosion|crack|hide_craze,1
mobilenet_v3_small,43,resolution_moderate,thunderstrike,9,surface_injure,1
mobilenet_v3_small,43,resolution_moderate,crack,14,surface_injure,1
mobilenet_v3_small,43,resolution_moderate,hide_craze,49,surface_injure,2
mobilenet_v3_small,43,resolution_severe,craze,27,surface_injure,8
mobilenet_v3_small,43,resolution_severe,corrosion,30,surface_injure,10
mobilenet_v3_small,43,resolution_severe,surface_injure,33,crack,3
mobilenet_v3_small,43,resolution_severe,thunderstrike,9,surface_injure,5
mobilenet_v3_small,43,resolution_severe,crack,14,surface_injure,1
mobilenet_v3_small,43,resolution_severe,hide_craze,49,surface_injure,3
mobilenet_v3_small,43,brightness_mild,craze,27,corrosion,3
mobilenet_v3_small,43,brightness_mild,corrosion,30,craze,4
mobilenet_v3_small,43,brightness_mild,surface_injure,33,corrosion|hide_craze,2
mobilenet_v3_small,43,brightness_mild,thunderstrike,9,none,0
mobilenet_v3_small,43,brightness_mild,crack,14,surface_injure,1
mobilenet_v3_small,43,brightness_mild,hide_craze,49,surface_injure,4
mobilenet_v3_small,43,brightness_moderate,craze,27,surface_injure,5
mobilenet_v3_small,43,brightness_moderate,corrosion,30,craze|hide_craze,4
mobilenet_v3_small,43,brightness_moderate,surface_injure,33,corrosion,2
mobilenet_v3_small,43,brightness_moderate,thunderstrike,9,none,0
mobilenet_v3_small,43,brightness_moderate,crack,14,craze|surface_injure,1
mobilenet_v3_small,43,brightness_moderate,hide_craze,49,surface_injure,2
mobilenet_v3_small,43,brightness_severe,craze,27,hide_craze,6
mobilenet_v3_small,43,brightness_severe,corrosion,30,hide_craze,8
mobilenet_v3_small,43,brightness_severe,surface_injure,33,corrosion|hide_craze,4
mobilenet_v3_small,43,brightness_severe,thunderstrike,9,surface_injure,4
mobilenet_v3_small,43,brightness_severe,crack,14,hide_craze,4
mobilenet_v3_small,43,brightness_severe,hide_craze,49,craze|corrosion|surface_injure,1
mobilenet_v3_small,43,jpeg_mild,craze,27,corrosion,3
mobilenet_v3_small,43,jpeg_mild,corrosion,30,surface_injure,3
mobilenet_v3_small,43,jpeg_mild,surface_injure,33,corrosion,3
mobilenet_v3_small,43,jpeg_mild,thunderstrike,9,surface_injure,1
mobilenet_v3_small,43,jpeg_mild,crack,14,none,0
mobilenet_v3_small,43,jpeg_mild,hide_craze,49,corrosion,3
mobilenet_v3_small,43,jpeg_moderate,craze,27,corrosion,2
mobilenet_v3_small,43,jpeg_moderate,corrosion,30,craze|hide_craze,3
mobilenet_v3_small,43,jpeg_moderate,surface_injure,33,corrosion,3
mobilenet_v3_small,43,jpeg_moderate,thunderstrike,9,surface_injure,1
mobilenet_v3_small,43,jpeg_moderate,crack,14,none,0
mobilenet_v3_small,43,jpeg_moderate,hide_craze,49,corrosion,3
mobilenet_v3_small,43,jpeg_severe,craze,27,surface_injure,3
mobilenet_v3_small,43,jpeg_severe,corrosion,30,hide_craze,6
mobilenet_v3_small,43,jpeg_severe,surface_injure,33,hide_craze,4
mobilenet_v3_small,43,jpeg_severe,thunderstrike,9,surface_injure,2
mobilenet_v3_small,43,jpeg_severe,crack,14,surface_injure,1
mobilenet_v3_small,43,jpeg_severe,hide_craze,49,corrosion,3
