epoch,train_loss,train_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,learning_rate,elapsed_seconds,is_best_epoch
1,1.8411098378045219,0.14682539682539683,0.1392629068315255,1.6817734813036984,0.3972602739726027,0.36973183397668524,0.3968643387156711,0.36973183397668524,0.363496185474935,0.0001,12.517503299983218,False
2,1.5338333050409954,0.4087301587301587,0.404500856632286,1.5643023089186785,0.4520547945205479,0.4337651288452204,0.4665220045654828,0.4337651288452204,0.42256396472788765,0.0001,12.549758900073357,False
3,1.285342846597944,0.6150793650793651,0.614703346979576,1.4545532562961316,0.5205479452054794,0.5162828632508266,0.5347391084093212,0.5162828632508266,0.4997969978898227,0.0001,13.012986100045964,False
4,1.0513238537879217,0.6984126984126984,0.6914327169346812,1.3500325075567585,0.5616438356164384,0.5234409680919979,0.5511137743156119,0.5234409680919979,0.514702140071429,0.0001,12.513933300040662,False
5,0.8944012674074324,0.7896825396825397,0.7783289306574025,1.2609290652079126,0.6164383561643836,0.5728959414600147,0.6192672413793103,0.5728959414600147,0.5735429769392034,0.0001,12.578917899983935,False
6,0.7347050611934964,0.8174603174603174,0.8058826160977205,1.1663967942538327,0.6164383561643836,0.5780753539620817,0.6066911411626579,0.5780753539620817,0.5678916095011985,0.0001,12.416096200002357,False
7,0.6150387071427845,0.8888888888888888,0.8849228661078236,1.0890353738445124,0.6301369863013698,0.5892742999436363,0.6166819573477874,0.5892742999436363,0.5810264930001772,0.0001,12.533870300045237,False
8,0.5094945487521944,0.8888888888888888,0.8854401813610707,1.0270863330527529,0.6438356164383562,0.6016694181739949,0.6267195767195767,0.6016694181739949,0.5940595527480875,0.0001,12.69317150011193,False
9,0.4008616578011286,0.9484126984126984,0.9396196091911494,0.979237921433906,0.678082191780822,0.6340354122104694,0.6719853817679905,0.6340354122104694,0.6323510061410285,0.0001,12.267963299993426,False
10,0.3381647637912205,0.9523809523809523,0.9497411389884508,0.9363859924551559,0.6986301369863014,0.6488575465978212,0.7445233250619431,0.6488575465978212,0.6587858823219211,0.0001,12.393471299903467,False
11,0.26486446270867,0.9761904761904762,0.9759873398178169,0.9107934538632223,0.7123287671232876,0.661678059418334,0.7602948313732628,0.661678059418334,0.6723315175831122,0.0001,12.62292090000119,False
12,0.20887688866683415,0.9841269841269841,0.9876123724331549,0.8747499119745542,0.7191780821917808,0.6710506312909059,0.7608454608454608,0.6710506312909059,0.6812314994242704,0.0001,12.807308499934152,False
13,0.1840091132455402,0.9682539682539683,0.971031737159122,0.8504511909942104,0.7191780821917808,0.6601078703481449,0.7588710907704043,0.6601078703481449,0.663028439814154,0.0001,12.519337699981406,False
14,0.162102216056415,0.9722222222222222,0.968285085628147,0.828644480607281,0.7191780821917808,0.658280384968028,0.7561315496098104,0.658280384968028,0.6606290347079821,0.0001,12.67835149995517,False
15,0.122507430021725,0.9801587301587301,0.9802532496302772,0.8010763281012234,0.7465753424657534,0.6967697792926626,0.773960542381595,0.6967697792926626,0.7033513045915042,0.0001,12.767020700033754,False
16,0.10378343245339772,0.9841269841269841,0.9787583428294601,0.794179278693787,0.7465753424657534,0.6967697792926626,0.773960542381595,0.6967697792926626,0.7033513045915042,0.0001,12.38576880004257,False
17,0.10658827435875697,0.996031746031746,0.9966701222002324,0.7669553822034025,0.7397260273972602,0.6852107814636419,0.766027247606195,0.6852107814636419,0.6941015309226065,0.0001,12.950748299947008,False
18,0.07849005266787513,0.9920634920634921,0.9895346628679963,0.7516175867760018,0.7465753424657534,0.6939827112882032,0.7721970839617898,0.6939827112882032,0.7019048243600673,0.0001,12.552212600014172,False
19,0.061238020421966674,0.996031746031746,0.9974931674677223,0.7311172444526464,0.7534246575342466,0.6987714008595015,0.7745436507936508,0.6987714008595015,0.7057803576309468,0.0001,12.515018199919723,False
20,0.04099840942829374,1.0,1.0,0.7191766557628161,0.7534246575342466,0.6987714008595015,0.7753128815628815,0.6987714008595015,0.7067142010390154,0.0001,12.584156699944288,True
21,0.05504534677380607,0.9920634920634921,0.993307284726802,0.715940387281653,0.7465753424657534,0.6963137136192056,0.7687423687423687,0.6963137136192056,0.7014825930372148,0.0001,13.180194800021127,False
22,0.039268905089961156,0.996031746031746,0.99206106870229,0.7079743644962572,0.7465753424657534,0.6963137136192056,0.7687423687423687,0.6963137136192056,0.7014825930372148,0.0001,12.285734799923375,False
23,0.037533758474247794,0.996031746031746,0.9966009299342633,0.707034801783627,0.7465753424657534,0.6963137136192056,0.7687423687423687,0.6963137136192056,0.7014825930372148,0.0001,12.335222600027919,False
24,0.03845762473250192,1.0,1.0,0.7091022615563379,0.7465753424657534,0.6963137136192056,0.7687423687423687,0.6963137136192056,0.7014825930372148,0.0001,12.466142099932767,False
25,0.0208823283809045,1.0,1.0,0.7077587377535154,0.7465753424657534,0.6963137136192056,0.7687423687423687,0.6963137136192056,0.7014825930372148,0.0001,12.671049099997617,False
26,0.024106780185349404,1.0,1.0,0.6989999437985355,0.7397260273972602,0.6875417837946443,0.7613247863247863,0.6875417837946443,0.6938581001870038,0.0001,12.490618599927984,False
