epoch,train_loss,train_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,learning_rate,elapsed_seconds,is_best_epoch
1,1.287921621982141,0.52443857331572,0.507746327047469,1.0571893690383598,0.5616438356164384,0.5564770586223675,0.6294799403495056,0.5564770586223675,0.5325944780004269,0.0003,34.975421700044535,False
2,0.4892964210740169,0.8322324966974901,0.8375321951075293,0.8841520678507139,0.684931506849315,0.6302421622787756,0.8747145011850895,0.6302421622787756,0.6453103613013295,0.0003,33.86492019996513,False
3,0.23182638932408242,0.9194187582562747,0.9195235776485199,0.9666058200679414,0.7054794520547946,0.6404664493909346,0.888750690989497,0.6404664493909346,0.6655680129381939,0.0003,33.11903260007966,False
4,0.11926989426622303,0.964332892998679,0.9631969995346242,0.6857387586815716,0.8082191780821918,0.7652961285684398,0.8784350570064857,0.7652961285684398,0.7779374220550692,0.0003,33.46740790002514,False
5,0.06802729926412848,0.9854689564068693,0.9824253155340221,0.6765023371944688,0.8287671232876712,0.7962264714267002,0.8848728513202196,0.7962264714267002,0.8103760811347683,0.0003,33.65586399997119,False
6,0.03982019305347294,0.9894319682959049,0.9891634974657509,0.7678332255311209,0.815068493150685,0.7661935911363829,0.9101705722939583,0.7661935911363829,0.7917582630226309,0.0003,34.83116719999816,False
7,0.02337025665977042,0.9947159841479525,0.9953022845049505,0.6298515151624811,0.8767123287671232,0.8290992051003493,0.9047163422163421,0.8290992051003493,0.8471727872976716,0.0003,34.0020450000884,False
8,0.017981005219873065,0.9947159841479525,0.9955410525860541,0.6723298177327195,0.8698630136986302,0.8173342887301698,0.9153485162180814,0.8173342887301698,0.8378014599724343,0.0003,34.49151720001828,False
9,0.009412989313154428,1.0,1.0,0.6142721568068413,0.863013698630137,0.7932416342027326,0.8946999405822935,0.7932416342027326,0.8152516407926905,0.0003,33.13161279994529,False
10,0.008788936252581495,1.0,1.0,0.5789819171983902,0.8904109589041096,0.8392414433604364,0.9035090702947844,0.8392414433604364,0.8582990921599593,0.0003,33.73270039993804,False
11,0.006912841117120246,1.0,1.0,0.6550526235201587,0.8835616438356164,0.8481519116530558,0.8987914862914863,0.8481519116530558,0.8628254084407363,0.0003,34.27252340002451,False
12,0.0061418997355130265,0.9973579920739762,0.9977608506524196,0.648632429233969,0.8972602739726028,0.85539828846465,0.9101744250762484,0.85539828846465,0.8731469227549855,0.0003,33.671724299900234,True
13,0.006661512888660421,1.0,1.0,0.6235422957433413,0.8904109589041096,0.8513497054686986,0.9060802469135801,0.8513497054686986,0.8707674510876267,0.0003,33.548488500062376,False
14,0.004980680027953872,1.0,1.0,0.5862956447144078,0.8835616438356164,0.8517097573161646,0.8693171451792142,0.8517097573161646,0.8576698239741717,0.0003,33.78203190001659,False
15,0.004182788326258585,1.0,1.0,0.5609989288735063,0.8698630136986302,0.8484159496745308,0.8819983838783622,0.8484159496745308,0.8557037583406751,0.0003,33.58010650007054,False
16,0.002752214121476032,1.0,1.0,0.5475014223627848,0.8767123287671232,0.8429378274916033,0.8817719680464778,0.8429378274916033,0.8549250340355462,0.0003,33.19266900001094,False
17,0.004598600066499477,1.0,1.0,0.581118590211215,0.8493150684931506,0.8244925046984545,0.8420592753230324,0.8244925046984545,0.8290190067905634,0.0003,52.47252109996043,False
18,0.0035051325572312587,1.0,1.0,0.6656620796412638,0.8767123287671232,0.8468903966615636,0.8904882154882153,0.8468903966615636,0.8590647370059133,0.0003,43.53654879995156,False
