epoch,train_loss,train_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,learning_rate,elapsed_seconds,is_best_epoch
1,1.6077270145617828,0.3249669749009247,0.32163388533016585,1.4638922769729406,0.4794520547945205,0.5571631944629657,0.4649626538928599,0.5571631944629657,0.46838985599318844,0.0001,33.63192509999499,False
2,1.1011029661410394,0.6618229854689565,0.6611540628314055,1.089990016532271,0.6438356164383562,0.6937201920039447,0.6376621300694191,0.6937201920039447,0.6392407499953726,0.0001,33.403008900000714,False
3,0.7568471736448129,0.7846763540290621,0.8000248419051194,0.7817883197575399,0.7808219178082192,0.7851285770336114,0.7694227994227995,0.7851285770336114,0.7692428925843969,0.0001,32.87432790000457,False
4,0.5024575767460399,0.8639365918097754,0.8700251749645823,0.6479532359397575,0.7945205479452054,0.795715212620247,0.8243140308599418,0.795715212620247,0.7977208362374921,0.0001,33.366909999982454,False
5,0.36558219022763455,0.9062087186261559,0.9124433094210934,0.5757451980081323,0.8356164383561644,0.814350266438367,0.8644688644688644,0.814350266438367,0.8259887570250087,0.0001,33.08333389996551,False
6,0.27007235096499344,0.9220607661822986,0.9245610167239761,0.5386479913371883,0.8287671232876712,0.8039874408581502,0.848797852474323,0.8039874408581502,0.816673202391507,0.0001,32.892495600041,False
7,0.185453812120534,0.9498018494055482,0.9540536252930595,0.5421233756901467,0.8561643835616438,0.8419426471485969,0.8754807856860131,0.8419426471485969,0.8512193138349103,0.0001,33.37829640007112,False
8,0.14877141766063132,0.9550858652575958,0.9594703848530699,0.4978622034804462,0.8424657534246576,0.8198009402242811,0.8645614881813497,0.8198009402242811,0.8315404684443569,0.0001,33.5791101999348,False
9,0.10827415176178852,0.9762219286657859,0.9812583218325613,0.48063146455647193,0.8424657534246576,0.8073760769698984,0.8587500840223163,0.8073760769698984,0.821822821851426,0.0001,33.101846499950625,False
10,0.09361449258999907,0.9735799207397622,0.977679129761697,0.484799472844764,0.8767123287671232,0.833853223012262,0.8965537730243612,0.833853223012262,0.8533914371680328,0.0001,33.072882500011474,False
11,0.06382891477689717,0.9894319682959049,0.990660114591809,0.4624804931960694,0.8698630136986302,0.8257432774023162,0.8858091787439614,0.8257432774023162,0.8438839529265062,0.0001,33.0370830000611,False
12,0.0584377857070303,0.988110964332893,0.987615387011147,0.45141097699126154,0.863013698630137,0.8153497807387969,0.8787063875469673,0.8153497807387969,0.8359024983146823,0.0001,32.73950529994909,False
13,0.040010663243982565,0.9947159841479525,0.9957446865487073,0.4534231040575733,0.8835616438356164,0.8432564659681366,0.8984614075940752,0.8432564659681366,0.8593603736661241,0.0001,33.016418499988504,False
14,0.03448598549419539,0.9947159841479525,0.9944757204006773,0.48509598594822295,0.8698630136986302,0.8280742797333186,0.8865392648287385,0.8280742797333186,0.845885871357738,0.0001,32.699366400018334,False
15,0.02441140155023754,0.9960369881109643,0.9955713122608141,0.45694914051931196,0.8835616438356164,0.8502159866576342,0.8930355758463261,0.8502159866576342,0.8647792206808962,0.0001,33.896975000039674,False
16,0.024716598403737283,0.9986789960369881,0.998873564983963,0.4672351397880136,0.8767123287671232,0.8289104001346564,0.8914934772829509,0.8289104001346564,0.8487778113064154,0.0001,33.56491499999538,False
