epoch,train_loss,train_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,learning_rate,elapsed_seconds,is_best_epoch
1,0.9267230543223295,0.6136363636363636,0.5984900313847682,1.2589867098690712,0.6506849315068494,0.6268390425999122,0.8026783717033933,0.6268390425999122,0.6375140780628585,0.0003,90.78869129996747,False
2,0.20251813287084752,0.9409090909090909,0.9268243076462843,0.9019795713359362,0.7945205479452054,0.7393277594936634,0.8339616402116401,0.7393277594936634,0.7569184413521554,0.0003,92.38426850002725,False
3,0.09461220834742892,0.9636363636363636,0.9523434536113206,0.9938185288481516,0.7945205479452054,0.7097426103432968,0.8408354218880535,0.7097426103432968,0.7043437233049249,0.0003,90.00252910004929,False
4,0.03917538049546155,0.9931818181818182,0.9917788383096752,0.849247691565997,0.815068493150685,0.7607449546808813,0.826512979007279,0.7607449546808813,0.773351893335842,0.0003,89.80341369996313,False
5,0.027316198498010636,0.9954545454545455,0.9936488452799782,0.7986751802980083,0.7945205479452054,0.7294365944251529,0.8073899918727506,0.7294365944251529,0.7391170496927694,0.0003,89.68522390001453,False
6,0.0328011626039039,0.9931818181818182,0.9934489661279823,0.818224652172768,0.8287671232876712,0.7685919735404863,0.8305555555555554,0.7685919735404863,0.780172460952031,0.0003,91.01140400010627,False
7,0.02939212041145021,0.9840909090909091,0.9795606535355441,0.7492170374687404,0.7808219178082192,0.7404619968979236,0.7734167714006425,0.7404619968979236,0.7470915009893381,0.0003,89.90698800003156,False
8,0.0162567417899316,0.9954545454545455,0.9961644869215291,0.8082217729254945,0.8287671232876712,0.7788894563780148,0.8520622895622895,0.7788894563780148,0.7921620564173756,0.0003,93.07336130004842,False
9,0.031815798343582585,0.9863636363636363,0.9889891950548075,0.780833510503377,0.821917808219178,0.7931378785211737,0.8566316316316317,0.7931378785211737,0.8071424117011684,0.0003,91.57371819997206,True
10,0.02145769292996688,0.9931818181818182,0.9942740828056094,0.9250374738484213,0.7945205479452054,0.7124965995103295,0.81790794417606,0.7124965995103295,0.7346426299212544,0.0003,103.2384219999658,False
11,0.020015294409611008,0.9977272727272727,0.998053575077158,0.9516300060977675,0.7945205479452054,0.7170944467855223,0.8399122807017544,0.7170944467855223,0.747076344595443,0.0003,117.08622729999479,False
12,0.012598003472455523,1.0,1.0,0.8761547248657435,0.8082191780821918,0.738560204521303,0.8013736263736263,0.738560204521303,0.7551757369614512,0.0003,116.3125092999544,False
13,0.03514592848633501,0.990909090909091,0.9873423677771505,0.9963050999053537,0.7876712328767124,0.7097883576716528,0.7327651515151515,0.7097883576716528,0.7083943833943834,0.0003,111.95529980002902,False
14,0.018190501020713287,1.0,1.0,1.093072530341475,0.815068493150685,0.7206261405346074,0.83503371742288,0.7206261405346074,0.7256674067819578,0.0003,101.63967060006689,False
15,0.010816607150164517,1.0,1.0,0.7258361071756442,0.8082191780821918,0.7446685285644096,0.7967003367003366,0.7446685285644096,0.7568203696572969,0.0003,109.4754778998904,False
