method,condition_id,corruption_family,severity,class,support,f1_mean,f1_sample_sd,clean_f1_mean,class_f1_drop
mobilenet_v3_small,gaussian_blur_mild,gaussian_blur,mild,surface_injure,33,0.8359418359418359,0.010918010641403185,0.8498397435897437,-0.01389790764790777
mobilenet_v3_small,gaussian_blur_mild,gaussian_blur,mild,thunderstrike,9,0.9278752436647174,0.03376317363682022,0.9649122807017543,-0.03703703703703687
mobilenet_v3_small,gaussian_blur_mild,gaussian_blur,mild,crack,14,0.9340254603880855,0.031151484655355242,0.9447534297367445,-0.010727969348658939
mobilenet_v3_small,gaussian_blur_mild,gaussian_blur,mild,hide_craze,49,0.903957062372904,0.049371457514654674,0.9065039349072963,-0.0025468725343923415
mobilenet_v3_small,gaussian_blur_moderate,gaussian_blur,moderate,craze,27,0.7970397779833488,0.013202266623431063,0.9146451033243487,-0.11760532534099988
mobilenet_v3_small,gaussian_blur_moderate,gaussian_blur,moderate,corrosion,30,0.7543434343434344,0.08498978134078143,0.7912698412698412,-0.03692640692640681
mobilenet_v3_small,gaussian_blur_moderate,gaussian_blur,moderate,surface_injure,33,0.8035536329407996,0.020174909030746837,0.8498397435897437,-0.04628611064894406
mobilenet_v3_small,gaussian_blur_moderate,gaussian_blur,moderate,thunderstrike,9,0.9212962962962963,0.06851226197661456,0.9649122807017543,-0.043615984405458
mobilenet_v3_small,gaussian_blur_moderate,gaussian_blur,moderate,crack,14,0.8951994590939824,0.07100357318634258,0.9447534297367445,-0.049553970642762124
mobilenet_v3_small,gaussian_blur_moderate,gaussian_blur,moderate,hide_craze,49,0.8912113433565579,0.05225275933080319,0.9065039349072963,-0.015292591550738366
mobilenet_v3_small,gaussian_blur_severe,gaussian_blur,severe,craze,27,0.47800538833147527,0.15113581892315536,0.9146451033243487,-0.4366397149928734
mobilenet_v3_small,gaussian_blur_severe,gaussian_blur,severe,corrosion,30,0.6087916096671226,0.0634776718328278,0.7912698412698412,-0.1824782316027186
mobilenet_v3_small,gaussian_blur_severe,gaussian_blur,severe,surface_injure,33,0.689894177398305,0.007663534444531964,0.8498397435897437,-0.15994556619143863
mobilenet_v3_small,gaussian_blur_severe,gaussian_blur,severe,thunderstrike,9,0.5714285714285715,0.12371791482634839,0.9649122807017543,-0.39348370927318277
mobilenet_v3_small,gaussian_blur_severe,gaussian_blur,severe,crack,14,0.791468868249054,0.09535968553756878,0.9447534297367445,-0.15328456148769043
mobilenet_v3_small,gaussian_blur_severe,gaussian_blur,severe,hide_craze,49,0.7864811638396544,0.01882295188477407,0.9065039349072963,-0.12002277106764192
mobilenet_v3_small,resolution_mild,resolution,mild,craze,27,0.8584313725490196,0.03784466114985174,0.9146451033243487,-0.056213730775329096
mobilenet_v3_small,resolution_mild,resolution,mild,corrosion,30,0.7982114376851218,0.05366945371989352,0.7912698412698412,0.006941596415280582
mobilenet_v3_small,resolution_mild,resolution,mild,surface_injure,33,0.8311865330879847,0.03091114682951682,0.8498397435897437,-0.018653210501758943
mobilenet_v3_small,resolution_mild,resolution,mild,thunderstrike,9,0.9824561403508771,0.030386856273138228,0.9649122807017543,0.01754385964912286
mobilenet_v3_small,resolution_mild,resolution,mild,crack,14,0.9035179380006966,0.05882636609835137,0.9447534297367445,-0.0412354917360479
mobilenet_v3_small,resolution_mild,resolution,mild,hide_craze,49,0.9003135607678415,0.051025045684428234,0.9065039349072963,-0.0061903741394547795
mobilenet_v3_small,resolution_moderate,resolution,moderate,craze,27,0.8226436427176482,0.0127645546209399,0.9146451033243487,-0.09200146060670045
mobilenet_v3_small,resolution_moderate,resolution,moderate,corrosion,30,0.7880186480186481,0.060625189737091835,0.7912698412698412,-0.003251193251193163
mobilenet_v3_small,resolution_moderate,resolution,moderate,surface_injure,33,0.7949184299097477,0.021786762607177323,0.8498397435897437,-0.054921313679995976
mobilenet_v3_small,resolution_moderate,resolution,moderate,thunderstrike,9,0.9628482972136222,0.03232293036814413,0.9649122807017543,-0.0020639834881320818
mobilenet_v3_small,resolution_moderate,resolution,moderate,crack,14,0.9035179380006966,0.05882636609835137,0.9447534297367445,-0.0412354917360479
mobilenet_v3_small,resolution_moderate,resolution,moderate,hide_craze,49,0.8975133043057572,0.03772910884689501,0.9065039349072963,-0.008990630601539151
mobilenet_v3_small,resolution_severe,resolution,severe,craze,27,0.6843581949964929,0.05990661867441367,0.9146451033243487,-0.2302869083278558
mobilenet_v3_small,resolution_severe,resolution,severe,corrosion,30,0.6417508417508417,0.022706687272844913,0.7912698412698412,-0.1495189995189995
mobilenet_v3_small,resolution_severe,resolution,severe,surface_injure,33,0.6829985213915499,0.0363701937995473,0.8498397435897437,-0.16684122219819375
mobilenet_v3_small,resolution_severe,resolution,severe,thunderstrike,9,0.6622710622710622,0.12128470087369894,0.9649122807017543,-0.302641218430692
mobilenet_v3_small,resolution_severe,resolution,severe,crack,14,0.8638167388167388,0.07100988511669981,0.9447534297367445,-0.08093669092000566
mobilenet_v3_small,resolution_severe,resolution,severe,hide_craze,49,0.8650357339197362,0.034610530337977265,0.9065039349072963,-0.0414682009875601
mobilenet_v3_small,brightness_mild,brightness,mild,craze,27,0.8752888360731498,0.0524932386617526,0.9146451033243487,-0.039356267251198895
mobilenet_v3_small,brightness_mild,brightness,mild,corrosion,30,0.792982456140351,0.01856667586711995,0.7912698412698412,0.0017126148705097766
mobilenet_v3_small,brightness_mild,brightness,mild,surface_injure,33,0.8430156907768849,0.044452499054473245,0.8498397435897437,-0.006824052812858805
mobilenet_v3_small,brightness_mild,brightness,mild,thunderstrike,9,0.9157894736842106,0.027348170645824336,0.9649122807017543,-0.04912280701754368
mobilenet_v3_small,brightness_mild,brightness,mild,crack,14,0.9514991181657848,0.019855961638796604,0.9447534297367445,0.006745688429040331
mobilenet_v3_small,brightness_mild,brightness,mild,hide_craze,49,0.8920197449609214,0.014827277098081909,0.9065039349072963,-0.014484189946374904
mobilenet_v3_small,brightness_moderate,brightness,moderate,craze,27,0.7812342885872298,0.07071526593545584,0.9146451033243487,-0.1334108147371189
mobilenet_v3_small,brightness_moderate,brightness,moderate,corrosion,30,0.7445123355117511,0.01977888078908391,0.7912698412698412,-0.04675750575809012
mobilenet_v3_small,brightness_moderate,brightness,moderate,surface_injure,33,0.8278305115807744,0.009796111504844872,0.8498397435897437,-0.022009232008969315
mobilenet_v3_small,brightness_moderate,brightness,moderate,thunderstrike,9,0.9649122807017543,0.03038685627313823,0.9649122807017543,0.0
mobilenet_v3_small,brightness_moderate,brightness,moderate,crack,14,0.9363722697056032,0.02302821586511322,0.9447534297367445,-0.00838116003114131
mobilenet_v3_small,brightness_moderate,brightness,moderate,hide_craze,49,0.8940052396363076,0.01822865706481348,0.9065039349072963,-0.01249869527098868
mobilenet_v3_small,brightness_severe,brightness,severe,craze,27,0.6035353535353535,0.02868135528181954,0.9146451033243487,-0.3111097497889952
mobilenet_v3_small,brightness_severe,brightness,severe,corrosion,30,0.6801547310021886,0.0443952430569356,0.7912698412698412,-0.11111511026765264
mobilenet_v3_small,brightness_severe,brightness,severe,surface_injure,33,0.6743414184611618,0.06050869313483598,0.8498397435897437,-0.17549832512858188
mobilenet_v3_small,brightness_severe,brightness,severe,thunderstrike,9,0.4930069930069931,0.12601972930727343,0.9649122807017543,-0.4719052876947612
mobilenet_v3_small,brightness_severe,brightness,severe,crack,14,0.7140859394863971,0.16457967415151475,0.9447534297367445,-0.23066749025034738
mobilenet_v3_small,brightness_severe,brightness,severe,hide_craze,49,0.7894035474680635,0.016960271117530224,0.9065039349072963,-0.11710038743923279
mobilenet_v3_small,jpeg_mild,jpeg,mild,craze,27,0.8930638427493772,0.054470118813514184,0.9146451033243487,-0.02158126057497145
mobilenet_v3_small,jpeg_mild,jpeg,mild,corrosion,30,0.7695340501792115,0.029138263923588054,0.7912698412698412,-0.02173579109062973
mobilenet_v3_small,jpeg_mild,jpeg,mild,surface_injure,33,0.835039035039035,0.02323098762164521,0.8498397435897437,-0.014800708550708697
mobilenet_v3_small,jpeg_mild,jpeg,mild,thunderstrike,9,0.929514963880289,0.025747521866763292,0.9649122807017543,-0.0353973168214653
mobilenet_v3_small,jpeg_mild,jpeg,mild,crack,14,0.9447534297367445,0.03596397672371421,0.9447534297367445,0.0
mobilenet_v3_small,jpeg_mild,jpeg,mild,hide_craze,49,0.8630115588878476,0.03902498398593565,0.9065039349072963,-0.043492376019448664
mobilenet_v3_small,jpeg_moderate,jpeg,moderate,craze,27,0.8730362448009507,0.04275735149459321,0.9146451033243487,-0.04160885852339802
mobilenet_v3_small,jpeg_moderate,jpeg,moderate,corrosion,30,0.7666203575067149,0.029206525981837567,0.7912698412698412,-0.024649483763126367
mobilenet_v3_small,jpeg_moderate,jpeg,moderate,surface_injure,33,0.8166660840994092,0.0363295368948981,0.8498397435897437,-0.03317365949033446
mobilenet_v3_small,jpeg_moderate,jpeg,moderate,thunderstrike,9,0.9258112601765852,0.032125242236725055,0.9649122807017543,-0.03910102052516906
mobilenet_v3_small,jpeg_moderate,jpeg,moderate,crack,14,0.9132616487455197,0.017382588749795206,0.9447534297367445,-0.03149178099122474
mobilenet_v3_small,jpeg_moderate,jpeg,moderate,hide_craze,49,0.8426481703792628,0.046487190404436225,0.9065039349072963,-0.06385576452803354
mobilenet_v3_small,jpeg_severe,jpeg,severe,craze,27,0.8480376766091052,0.04900675493624574,0.9146451033243487,-0.06660742671524345
mobilenet_v3_small,jpeg_severe,jpeg,severe,corrosion,30,0.7219564061669325,0.018137928877439646,0.7912698412698412,-0.06931343510290877
mobilenet_v3_small,jpeg_severe,jpeg,severe,surface_injure,33,0.7787644160485137,0.02882941225892666,0.8498397435897437,-0.07107532754123003
mobilenet_v3_small,jpeg_severe,jpeg,severe,thunderstrike,9,0.7911764705882353,0.037550427455305,0.9649122807017543,-0.17373581011351902
mobilenet_v3_small,jpeg_severe,jpeg,severe,crack,14,0.864367816091954,0.055744163921756955,0.9447534297367445,-0.08038561364479047
mobilenet_v3_small,jpeg_severe,jpeg,severe,hide_craze,49,0.8177665767332248,0.019930014856800196,0.9065039349072963,-0.08873735817407147
