epoch,train_loss,train_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_precision,validation_macro_recall,validation_macro_f1,learning_rate,elapsed_seconds,is_best_epoch
1,0.8496336792072815,0.6948480845442536,0.6740794929464481,0.9336404849405158,0.7123287671232876,0.6885903792368322,0.7551714220318871,0.6885903792368322,0.6895330718035115,0.0003,187.45209389994852,False
2,0.19012397255064475,0.9273447820343461,0.9259027958639184,0.5125079604044352,0.8424657534246576,0.8163351818958225,0.8326378868045534,0.8163351818958225,0.8125629713164727,0.0003,191.6951454000082,False
3,0.05842564684121108,0.9854689564068693,0.986636999555926,0.45690762955848485,0.8424657534246576,0.8025443441633372,0.8615739189228915,0.8025443441633372,0.8222744653416924,0.0003,193.9772070000181,False
4,0.02504885678156187,0.9920739762219286,0.990967301371562,0.6034637901880969,0.8493150684931506,0.8096775935734746,0.8706605827973936,0.8096775935734746,0.8249586684105793,0.0003,175.57997389999218,False
5,0.03251556558546806,0.9920739762219286,0.992855661923235,0.45639403878825985,0.8835616438356164,0.8398213787229806,0.8832556072074219,0.8398213787229806,0.8551443215071078,0.0003,175.87423409998883,True
6,0.03871261211089996,0.9867899603698811,0.9843050927176651,0.40796969647276893,0.8356164383561644,0.8334180492361272,0.8181975113009595,0.8334180492361272,0.8176723881041777,0.0003,175.90939769998658,False
7,0.06501426708686461,0.9749009247027741,0.9690861189430194,1.1630821211697304,0.773972602739726,0.7363123623135065,0.8061885243044663,0.7363123623135065,0.7438236496784506,0.0003,179.3946041999152,False
8,0.09899370838817864,0.9577278731836195,0.9552127519541971,1.1587095832171506,0.7534246575342466,0.6700094813653167,0.7688172043010751,0.6700094813653167,0.6912814450220744,0.0003,182.18724340002518,False
9,0.0974260872498135,0.9682959048877147,0.9664563194880476,1.2744684154040193,0.7534246575342466,0.7212653066486019,0.7657284277200126,0.7212653066486019,0.7300675390298031,0.0003,153.14897790004034,False
10,0.11550043863853343,0.9550858652575958,0.9563928288245406,1.0493982556748063,0.6986301369863014,0.7163016659584165,0.6967324069659998,0.7163016659584165,0.6964897285949917,0.0003,177.16796879994217,False
11,0.0896722500358894,0.9709379128137384,0.9708466588216315,1.0238953518540892,0.7123287671232876,0.7400820532971562,0.7486480841744,0.7400820532971562,0.7078897310801904,0.0003,189.63378270005342,False
